,rank,added_at,title,artist,isrc,velocity,cm_id,time_on_chart,release_dates,cm artist id,spotify followers-jan 5,spotify followers-dec 6,Max Weekly Velocity
1759,60,2020-07-05T00:00:00.000Z,Mr. Blue Sky,Electric Light Orchestra,USSM17200399,0.28571428571428603,15807835.0,98,"['2011-12-16T00:00:00.000Z', '1977-01-01T00:00:00.000Z', '2009-03-02T00:00:00.000Z', '2007-12-10T00:00:00.000Z', '1977-01-01T00:00:00.000Z', '2015-05-01T00:00:00.000Z', '2013-01-01T00:00:00.000Z', '2015-09-04T00:00:00.000Z', '2013-08-02T00:00:00.000Z', '2010-04-30T00:00:00.000Z', '2008-02-12T00:00:00.000Z', '1977-01-01T00:00:00.000Z', '2004-10-28T00:00:00.000Z', '2018-04-27T00:00:00.000Z', '2018-08-31T00:00:00.000Z', '2013-11-22T00:00:00.000Z', '2018-11-23T00:00:00.000Z', '2018-11-30T00:00:00.000Z', '2019-03-29T00:00:00.000Z', '2020-01-24T00:00:00.000Z', '2020-03-27T00:00:00.000Z', '2020-06-26T00:00:00.000Z']",433.0,1928175.0,2493478.0,13.0
1761,62,2020-07-05T00:00:00.000Z,Pump,VALENTINO KHAN,USZ4V1700087,-3.71428571428571,16090524.0,267,"['2017-05-26T00:00:00.000Z', '2017-06-02T00:00:00.000Z']",46206.0,154409.0,187054.0,11.142857142857098
1762,63,2020-07-05T00:00:00.000Z,Absolutely Anything (feat. Or3o),Charlie Green (CG5),QZAPG1755724,,17949401.0,121,"['2017-12-25T00:00:00.000Z', '2019-12-10T00:00:00.000Z']",,,,5.71428571428571
1763,64,2020-07-05T00:00:00.000Z,Cyber Sex - Doja Cat,Tyler Warwick,USRC11902809,-4.142857142857141,26950258.0,44,"['2019-11-07T00:00:00.000Z', '2020-11-11T00:00:00.000Z']",,,,-1.57142857142857
1765,66,2020-07-05T00:00:00.000Z,The Sharkboy Beat,Ricky Desktop,QZES92025420,2.28571428571429,29602162.0,49,['2020-05-12T00:00:00.000Z'],3667592.0,106.0,41487.0,2.28571428571429
1766,67,2020-07-05T00:00:00.000Z,GOOBA,6ix9ine ,QZA742002191,-3.85714285714286,29355561.0,83,"['2020-05-08T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-11T00:00:00.000Z']",,,,0.857142857142857
1767,68,2020-07-05T00:00:00.000Z,Happy Birthday,Vitamin A,US3DF1612162,3.4285714285714306,29101133.0,119,['2016-04-20T00:00:00.000Z'],231648.0,1822.0,2091.0,3.4285714285714306
1769,70,2020-07-05T00:00:00.000Z,Make Some TikTok,TikTok,ITV951900027,-4.142857142857141,24008840.0,229,['2019-05-22T00:00:00.000Z'],,,,15.714285714285701
1770,71,2020-07-05T00:00:00.000Z,Ice Me Out,kashdoll,USUM71812404,6.28571428571429,20439298.0,29,"['2018-08-24T00:00:00.000Z', '2019-10-18T00:00:00.000Z', '2019-10-18T00:00:00.000Z', '2020-06-11T00:00:00.000Z', '2020-06-16T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z']",,,,6.28571428571429
1772,73,2020-07-05T00:00:00.000Z,Ты мой кайф,ХАНЗА&OWEEK,RUA1D2002705,,28330804.0,90,"['2020-01-29T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",,,,3.0
1773,74,2020-07-05T00:00:00.000Z,Welcome to the Party,Diplo,USQX91800862,23.285714285714302,19235082.0,40,"['2018-05-15T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2018-08-07T00:00:00.000Z']",1964.0,2166064.0,2323011.0,23.285714285714302
1774,75,2020-07-05T00:00:00.000Z,Myself,Bazzi,USAT21801524,-1.0,19040153.0,177,"['2018-04-12T00:00:00.000Z', '2018-04-12T00:00:00.000Z', '2020-04-13T00:00:00.000Z']",213807.0,2671971.0,3863240.0,7.857142857142861
1775,76,2020-07-05T00:00:00.000Z,Kasih Slow,Nonna 3In1,FRX201906161,9.0,26846801.0,105,['2019-11-01T00:00:00.000Z'],1572760.0,477.0,1515.0,9.0
1776,77,2020-07-05T00:00:00.000Z,Flatbed Freestyle - Playboi Carti,𝓔𝓭𝓲𝓽𝓼,USUM71806122,,19216551.0,20,"['2018-05-11T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-05-08T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",,,,
1777,78,2020-07-05T00:00:00.000Z,Leyla,Mesto,NLZ541900169,7.0,22473158.0,41,"['2019-02-22T00:00:00.000Z', '2020-04-01T00:00:00.000Z']",469966.0,60227.0,85122.0,7.0
1778,79,2020-07-05T00:00:00.000Z,Cradles,SUB URBAN,GB2LD1800949,,22226751.0,102,"['2019-01-04T00:00:00.000Z', '2019-01-04T00:00:00.000Z', '2020-08-06T00:00:00.000Z']",568860.0,122548.0,580805.0,1.85714285714286
1779,80,2020-07-05T00:00:00.000Z,Pooranviram,Akki Aryan,INT502001067,1.85714285714286,28777361.0,80,['2020-02-03T00:00:00.000Z'],3816516.0,177.0,391.0,3.5714285714285694
1781,82,2020-07-05T00:00:00.000Z,Lethal Jatti 1,lethal jatti🔥,FRX281965265,,28448854.0,83,['2020-02-06T00:00:00.000Z'],,,,
1782,83,2020-07-05T00:00:00.000Z,Kesha - Take It Off,叶子🍃💗,USRC10900736,,15674027.0,132,"['2010-10-08T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2010-01-01T00:00:00.000Z', '2010-05-10T00:00:00.000Z', '2010-09-10T00:00:00.000Z', '2011-01-28T00:00:00.000Z', '2010-11-19T00:00:00.000Z', '2011-03-22T00:00:00.000Z', '2013-11-22T00:00:00.000Z', '2010-12-17T00:00:00.000Z', '2010-01-01T00:00:00.000Z']",,,,6.71428571428571
1784,85,2020-07-05T00:00:00.000Z,Safaera,Bad Bunny & Jowell & Randy & Nengo Flow,QM4TX2030965,,28621736.0,44,['2020-02-28T00:00:00.000Z'],,,,
1785,86,2020-07-05T00:00:00.000Z,Двигаться,Raim,TCADY1899483,,22073277.0,43,"['2018-11-30T00:00:00.000Z', '2018-11-30T00:00:00.000Z']",,,,-3.5714285714285694
1787,88,2020-07-05T00:00:00.000Z,Hips Dont Lie by Shakira,goalsounds ,USSM10600677,,15778873.0,82,"['2015-06-19T00:00:00.000Z', '2015-09-04T00:00:00.000Z', '2006-11-24T00:00:00.000Z', '2015-12-04T00:00:00.000Z', '2009-01-01T00:00:00.000Z', '2014-06-10T00:00:00.000Z', '2009-03-06T00:00:00.000Z', '2014-08-29T00:00:00.000Z', '2012-09-14T00:00:00.000Z', '2006-03-27T00:00:00.000Z', '2013-01-01T00:00:00.000Z', '2015-10-30T00:00:00.000Z', '2009-06-11T00:00:00.000Z', '2014-11-07T00:00:00.000Z', '2012-06-01T00:00:00.000Z', '2012-12-14T00:00:00.000Z', '2006-10-30T00:00:00.000Z', '2006-03-15T00:00:00.000Z', '2009-11-30T00:00:00.000Z', '2008-08-15T00:00:00.000Z', '2016-07-01T00:00:00.000Z', '2014-09-12T00:00:00.000Z', '2010-12-17T00:00:00.000Z', '2014-06-06T00:00:00.000Z', '2014-11-28T00:00:00.000Z', '2015-11-27T00:00:00.000Z', '2014-11-07T00:00:00.000Z', '2011-05-09T00:00:00.000Z', '2005-01-01T00:00:00.000Z', '2016-03-11T00:00:00.000Z', '2016-01-15T00:00:00.000Z', '2013-06-21T00:00:00.000Z', '2012-01-01T00:00:00.000Z', '2009-06-15T00:00:00.000Z', '2005-01-01T00:00:00.000Z', '2011-06-03T00:00:00.000Z', '2009-05-08T00:00:00.000Z', '2013-12-23T00:00:00.000Z', '2012-03-23T00:00:00.000Z', '2016-12-02T00:00:00.000Z', '2005-01-01T00:00:00.000Z', '2014-08-29T00:00:00.000Z', '2009-08-20T00:00:00.000Z', '2013-08-02T00:00:00.000Z', '2008-11-11T00:00:00.000Z', '2017-12-12T00:00:00.000Z', '2018-07-20T00:00:00.000Z', '2009-07-03T00:00:00.000Z', '2017-11-10T00:00:00.000Z', '2018-11-20T00:00:00.000Z', '2018-12-07T00:00:00.000Z', '2006-01-01T00:00:00.000Z', '2018-11-30T00:00:00.000Z', '2019-03-29T00:00:00.000Z', '2018-12-07T00:00:00.000Z', '2018-12-14T00:00:00.000Z', '2019-06-19T00:00:00.000Z', '2019-04-19T00:00:00.000Z', '2019-11-29T00:00:00.000Z', '2019-12-13T00:00:00.000Z', '2020-06-19T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",,,,3.4285714285714306
1789,90,2020-07-05T00:00:00.000Z,Neva Cared,xsenpaiimoon,QMGR31995805,,23974873.0,7,['2018-03-11T00:00:00.000Z'],,,,
1790,91,2020-07-05T00:00:00.000Z,2002 (Remix),Jayrous Morales,QZ22B1944940,4.57142857142857,19411575.0,132,['2018-05-11T00:00:00.000Z'],,,,4.57142857142857
1791,92,2020-07-05T00:00:00.000Z,Stranger,CHUNNYT,USA2P1660778,,14806992.0,160,['2016-07-01T00:00:00.000Z'],3573017.0,0.0,0.0,
1794,95,2020-07-05T00:00:00.000Z,Bass Da Da Da,Shou,QZFZ72019858,-0.857142857142857,28795552.0,90,['2020-03-13T00:00:00.000Z'],,,,10.7142857142857
1797,98,2020-07-05T00:00:00.000Z,Surrender,Natalie Taylor,TCACJ1544888,-7.428571428571429,14341447.0,210,['2015-10-29T00:00:00.000Z'],164355.0,23708.0,84628.0,14.0
1799,100,2020-07-05T00:00:00.000Z,Let's Do It Again,J Boog,USUYG1009171,1.28571428571429,15953367.0,65,['2011-09-27T00:00:00.000Z'],3979.0,175385.0,215473.0,3.4285714285714306
1800,1,2020-07-19T00:00:00.000Z,Rags2Riches (feat. ATR Son Son),Rod Wave,USLD91725576,,28915328.0,85,['2020-04-03T00:00:00.000Z'],1009958.0,217317.0,1381582.0,15.285714285714299
1801,2,2020-07-19T00:00:00.000Z,Coño (feat. Jhorrmountain x Adje),Puri,NLZ541800787,,20146009.0,190,"['2018-07-06T00:00:00.000Z', '2018-07-06T00:00:00.000Z', '2017-01-01T00:00:00.000Z']",240524.0,12027.0,17836.0,34.0
1802,3,2020-07-19T00:00:00.000Z,Kolors,Monte Booker & Smino,QM24S1650080,,13755632.0,80,['2016-06-29T00:00:00.000Z'],,,,0.0
1803,4,2020-07-19T00:00:00.000Z,Laxed - Siren Beat,Jawsh 685,NZAM02001128,,29203381.0,121,['2020-04-24T00:00:00.000Z'],3654834.0,45.0,58011.0,7.0
1804,5,2020-07-19T00:00:00.000Z,Dream Girl,Ir Sais ,TCADG1788520,,16928605.0,126,"['2017-09-27T00:00:00.000Z', '2019-05-17T00:00:00.000Z']",,,,1.28571428571429
1805,6,2020-07-19T00:00:00.000Z,What If (I Told You I Like You),johnny orlando,CAGFE1800001,,19251938.0,183,"['2018-06-15T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2018-05-18T00:00:00.000Z', '2020-07-01T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-09-08T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-16T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",214276.0,407104.0,541624.0,6.857142857142861
1806,7,2020-07-19T00:00:00.000Z,Be Happy,dixie 🤍,US3DF2007996,,29915506.0,58,"['2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z']",,,,1.28571428571429
1807,8,2020-07-19T00:00:00.000Z,The Boat Beat,Ricky Desktop,QZES92025420,,29602162.0,84,['2020-05-12T00:00:00.000Z'],3667592.0,106.0,41487.0,1.0
1808,9,2020-07-19T00:00:00.000Z,Tap In,SAWEETIE 🖤,USWB12001096,,29830029.0,95,"['2020-06-17T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",,,,5.28571428571429
1809,10,2020-07-19T00:00:00.000Z,Coño,Jason Derulo,NLZ542001080,,29988094.0,53,"['2020-07-03T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z']",3502.0,7277902.0,8505472.0,2.0
1810,11,2020-07-19T00:00:00.000Z,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],Conkarah ,QMRSZ1901446,,24879479.0,138,"['2019-08-16T00:00:00.000Z', '2020-05-15T00:00:00.000Z']",,,,7.428571428571429
1811,12,2020-07-19T00:00:00.000Z,TKN,La Rosalia,USSM12001261,,29592223.0,89,['2020-05-28T00:00:00.000Z'],,,,24.428571428571402
1812,13,2020-07-19T00:00:00.000Z,Party Girl,StaySolidRocky,USSM12002247,,29155495.0,86,"['2020-04-21T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-15T00:00:00.000Z']",3647326.0,1723.0,124267.0,9.14285714285714
1813,14,2020-07-19T00:00:00.000Z,Wet (She Got That…) [Slowed & Reverbed],YFN Lucci,USUYG1297281,,28501289.0,87,"['2020-02-14T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-08-06T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-10-05T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-07T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-19T00:00:00.000Z']",5314.0,1321370.0,1670289.0,6.71428571428571
1814,15,2020-07-19T00:00:00.000Z,How You Like That,blackpinkofficial,KRA402000111,,29924495.0,158,"['2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z']",,,,2.0
1815,16,2020-07-19T00:00:00.000Z,Better,VALENTINO KHAN,USZ4V1900241,,24686070.0,74,"['2019-07-26T00:00:00.000Z', '2019-08-09T00:00:00.000Z']",46206.0,154409.0,187054.0,5.428571428571429
1817,18,2020-07-19T00:00:00.000Z,HAHA,lil darkie,QM42K1976980,,26235905.0,70,['2019-10-12T00:00:00.000Z'],1450494.0,14058.0,243748.0,1.57142857142857
1818,19,2020-07-19T00:00:00.000Z,Hood Baby,Kbfr,QZDA62007962,,29275689.0,66,"['2020-04-03T00:00:00.000Z', '2020-04-03T00:00:00.000Z']",1629644.0,3448.0,32463.0,22.857142857142897
1819,20,2020-07-19T00:00:00.000Z,Better When I'm Dancin',Meghan Trainor,USSM11506387,,15796553.0,40,"['2016-05-26T00:00:00.000Z', '2015-10-23T00:00:00.000Z', '2015-10-14T00:00:00.000Z', '2015-01-01T00:00:00.000Z', '2015-10-23T00:00:00.000Z']",4913.0,8401011.0,9752738.0,-0.42857142857142894
1820,21,2020-07-19T00:00:00.000Z,Tattoo (Remix with Camilo),Camilo,QZHN21900087,,28466568.0,72,['2020-02-13T00:00:00.000Z'],1355995.0,490572.0,5007681.0,2.42857142857143
1821,22,2020-07-19T00:00:00.000Z,Savage Love (Laxed - Siren Beat),Jason Derulo,USSM12003798,,29751924.0,162,"['2020-06-11T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",3502.0,7277902.0,8505472.0,13.857142857142902
1822,23,2020-07-19T00:00:00.000Z,Savage,Megan Thee Stallion,QMCE32000097,,28677612.0,113,['2020-03-06T00:00:00.000Z'],788785.0,630260.0,2628012.0,53.571428571428605
1823,24,2020-07-19T00:00:00.000Z,ROCKSTAR,Dababy,USUM72007941,,29099003.0,113,"['2020-04-17T00:00:00.000Z', '2020-04-17T00:00:00.000Z', '2020-08-04T00:00:00.000Z', '2020-08-04T00:00:00.000Z', '2020-08-10T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-11T00:00:00.000Z', '2020-09-23T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-14T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-25T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-09T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-23T00:00:00.000Z', '2020-11-25T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-03T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-16T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-19T00:00:00.000Z', '2020-12-21T00:00:00.000Z']",398544.0,1693894.0,4997734.0,7.28571428571429
1824,25,2020-07-19T00:00:00.000Z,Relación,SechMusic,QM9WM2000013,,28884520.0,98,"['2020-04-02T00:00:00.000Z', '2020-05-21T00:00:00.000Z']",,,,3.28571428571429
1826,27,2020-07-19T00:00:00.000Z,Surrender,Natalie Taylor,TCACJ1544888,,14341447.0,210,['2015-10-29T00:00:00.000Z'],164355.0,23708.0,84628.0,14.0
1827,28,2020-07-19T00:00:00.000Z,Go Go Go Who's Next?,Hip Hop Harry,QZHN52064514,,29701276.0,60,['2020-06-04T00:00:00.000Z'],573585.0,671.0,2344.0,4.42857142857143
1830,31,2020-07-19T00:00:00.000Z,Woah,Krypto9095,QZDA41998629,,22809467.0,215,"['2019-03-29T00:00:00.000Z', '2019-03-29T00:00:00.000Z']",1458508.0,7820.0,15677.0,3.4285714285714306
1831,32,2020-07-19T00:00:00.000Z,Renee,SALES,TCACA1408190,,14305216.0,56,['2014-09-22T00:00:00.000Z'],209706.0,185516.0,325790.0,1.42857142857143
1832,33,2020-07-19T00:00:00.000Z,"Agua (Music from ""Sponge on the Run"" Movie)",Tainy,USUM72013642,,30056169.0,70,"['2020-07-09T00:00:00.000Z', '2020-07-09T00:00:00.000Z', '2020-07-23T00:00:00.000Z', '2020-07-23T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-16T00:00:00.000Z', '2020-10-19T00:00:00.000Z', '2020-10-23T00:00:00.000Z', '2020-10-28T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-06T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-25T00:00:00.000Z']",471864.0,45505.0,195221.0,4.42857142857143
1833,34,2020-07-19T00:00:00.000Z,ЧЁРНЫЙ БУМЕР,SERYOGA,FRX201753135,,18240876.0,54,[None],6566.0,11172.0,21479.0,4.71428571428571
1834,35,2020-07-19T00:00:00.000Z,Frikitona,DJ Ofreck,QZGLM2052477,,29169736.0,81,['2019-05-17T00:00:00.000Z'],1648120.0,74.0,507.0,15.5714285714286
1835,36,2020-07-19T00:00:00.000Z,La Jeepeta,Nio Garcia & Brray & JuanKa,QM6MZ2057011,,29185655.0,86,"['2020-04-24T00:00:00.000Z', '2020-07-24T00:00:00.000Z']",,,,13.285714285714299
1836,37,2020-07-19T00:00:00.000Z,Hatchback,Cochise,QM42K1975137,,26059560.0,91,['2019-09-23T00:00:00.000Z'],1093056.0,2861.0,55446.0,2.42857142857143
1837,38,2020-07-19T00:00:00.000Z,Поболело и прошло,HENSY,SMRUS0063989,,29583312.0,63,"['2020-05-26T00:00:00.000Z', '2020-07-13T00:00:00.000Z']",1698368.0,763.0,94504.0,19.0
1838,39,2020-07-19T00:00:00.000Z,Tadow,Masego,QM24S1703810,,17078169.0,34,"['2017-10-06T00:00:00.000Z', '2018-09-07T00:00:00.000Z', '2020-02-28T00:00:00.000Z', '2020-05-29T00:00:00.000Z', '2020-06-05T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-31T00:00:00.000Z', '2020-08-10T00:00:00.000Z', '2020-07-27T00:00:00.000Z', '2020-08-21T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-04T00:00:00.000Z', '2020-09-09T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-18T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-10-09T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-11-27T00:00:00.000Z', '2020-12-08T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",306778.0,483252.0,714152.0,-0.7142857142857142
1839,40,2020-07-19T00:00:00.000Z,You,Jazmin Sisters,USUYG1038081,,15956522.0,95,['2013-11-11T00:00:00.000Z'],195128.0,2410.0,3323.0,-2.42857142857143
1841,42,2020-07-19T00:00:00.000Z,Stunnin' (feat. Harm Franklin),Curtis Waters 🇳🇵,QZES82074435,,29465238.0,77,"['2020-05-19T00:00:00.000Z', '2020-05-19T00:00:00.000Z', '2020-10-09T00:00:00.000Z']",,,,16.571428571428598
1842,43,2020-07-19T00:00:00.000Z,Bass Da Da Da,Shou,QZFZ72019858,,28795552.0,90,['2020-03-13T00:00:00.000Z'],,,,10.7142857142857
1843,44,2020-07-19T00:00:00.000Z,Lottery,K CAMP,USUYG1247701,,22696770.0,113,"['2019-04-01T00:00:00.000Z', '2019-06-21T00:00:00.000Z', '2020-04-24T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-11-20T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z', '2020-12-18T00:00:00.000Z']",4617.0,1034621.0,1230550.0,1.0
1844,45,2020-07-19T00:00:00.000Z,Combate,Aldair Playboy,BRUM71900606,,22890088.0,35,"['2019-04-26T00:00:00.000Z', '2019-04-25T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-01-31T00:00:00.000Z', '2020-02-14T00:00:00.000Z', '2020-02-21T00:00:00.000Z', '2020-05-22T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-06-26T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-17T00:00:00.000Z', '2020-07-24T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-07T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-17T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-08-26T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-25T00:00:00.000Z', '2020-09-29T00:00:00.000Z', '2020-09-29T00:00:00.000Z', '2020-09-29T00:00:00.000Z', '2020-09-29T00:00:00.000Z', '2020-10-02T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-04T00:00:00.000Z', '2020-12-11T00:00:00.000Z', '2020-12-11T00:00:00.000Z']",563868.0,441270.0,480367.0,
1846,47,2020-07-19T00:00:00.000Z,Savage Love (Laxed - Siren Beat),Jason Derulo,USSM12003798,,29751924.0,75,"['2020-06-11T00:00:00.000Z', '2020-10-30T00:00:00.000Z', '2020-11-13T00:00:00.000Z', '2020-12-17T00:00:00.000Z']",3502.0,7277902.0,8505472.0,13.857142857142902
